"Region","RegionName","State","ForecastYoYPctChange","MSAName","CountyName","CityName"
"City","Concord","NC",4.45650695807008,"Charlotte, NC","Cabarrus","Concord"
"City","Coral Springs","FL",1.22593467263629,"Miami-Fort Lauderdale, FL","Broward","Coral Springs"
"City","Cornelius","OR",4.23449308791099,"Portland, OR","Washington","Cornelius"
"City","Corona de Tucson","AZ",4.12649302543666,"Tucson, AZ","Pima","Corona de Tucson"
"City","Coronado","CA",0.562580851218845,"San Diego, CA","San Diego","Coronado"
"City","Corydon","KY",3.50731295991171,"Evansville, KY","Henderson","Corydon"
"City","Coto de Caza","CA",1.87028543153074,"Los Angeles-Long Beach-Anaheim, CA","Orange","Coto de Caza"
"City","Covington","TN",3.91873500151561,"Memphis, TN","Tipton","Covington"
"City","Cramerton","NC",4.33098529719264,"Charlotte, NC","Gaston","Cramerton"
"City","Cresskill","NJ",2.4485970732539,"New York, NJ","Bergen","Cresskill"
"City","Crest Hill","IL",3.17749187288444,"Chicago, IL","Will","Crest Hill"
"City","Crestview Hills","KY",2.3394309300911,"Cincinnati, KY","Kenton","Crestview Hills"
"City","Crestwood","IL",3.56540473574109,"Chicago, IL","Cook","Crestwood"
"City","Creve Coeur","IL",3.10596225654209,"Peoria, IL","Tazewell","Creve Coeur"
"City","Cudahy","WI",3.21662645579237,"Milwaukee, WI","Milwaukee","Cudahy"
"City","Cumberland","MD",4.04794394682539,"Cumberland, MD","Allegany","Cumberland"
"City","Cygnet","OH",2.19465809791665,"Toledo, OH","Wood","Cygnet"
"City","Damascus","OR",3.27167465314129,"Portland, OR","Clackamas","Damascus"
"City","Dana Point","CA",1.69365524486123,"Los Angeles-Long Beach-Anaheim, CA","Orange","Dana Point"
"City","Danbury","NC",2.81002249965469,"Winston-Salem, NC","Stokes","Danbury"
"City","Danielson","CT",3.12324353709195,"Worcester, CT","Windham","Danielson"
"City","Daytona Beach","FL",4.04981480105433,"Daytona Beach, FL","Volusia","Daytona Beach"
"City","De Forest","WI",3.15862597027423,"Madison, WI","Dane","De Forest"
"City","Deer Park","OH",2.65589922750869,"Cincinnati, OH","Hamilton","Deer Park"
"City","Deer Park","WA",5.02354210866043,"Spokane, WA","Spokane","Deer Park"
"City","Deering","NH",4.45132993388368,"Manchester, NH","Hillsborough","Deering"
"City","Delaware City","DE",1.60372823802806,"Philadelphia, DE","New Castle","Delaware City"
"City","Delmar","MD",1.15994483478421,"Salisbury, MD","Wicomico","Delmar"
"City","Delmont","PA",2.97640180569123,"Pittsburgh, PA","Westmoreland","Delmont"
"City","Denver","PA",2.31825828132299,"Lancaster, PA","Lancaster","Denver"
"City","Des Moines","IA",3.6635880998511,"Des Moines, IA","Polk","Des Moines"
"City","Des Plaines","IL",2.61852386679655,"Chicago, IL","Cook","Des Plaines"
"City","Detroit","MI",9.00024627436894,"Detroit, MI","Wayne","Detroit"
"City","Dickerson","MD",2.12518313432675,"Washington, MD","Montgomery","Dickerson"
"City","Dickson City","PA",1.82267849023655,"Scranton, PA","Lackawanna","Dickson City"
"City","Dighton","MA",3.73569664700142,"Providence, MA","Bristol","Dighton"
"City","Dilworth","MN",2.48653175705063,"Fargo, MN","Clay","Dilworth"
"City","Divide","CO",3.59177837901084,"Colorado Springs, CO","Teller","Divide"
"City","Dixon","CA",2.12188319065525,"Vallejo, CA","Solano","Dixon"
"City","Doraville","GA",5.36069053946356,"Atlanta, GA","Dekalb","Doraville"
"City","Drexel Hill","PA",2.49523682934344,"Philadelphia, PA","Delaware","Drexel Hill"
"City","Dublin","PA",2.84786254945859,"Philadelphia, PA","Bucks","Dublin"
"City","Dumont","NJ",1.93953316092536,"New York, NJ","Bergen","Dumont"
"City","Eagan","MN",2.10361007598727,"Minneapolis-St Paul, MN","Dakota","Eagan"
"City","Eagle","MI",4.21481692682515,"Lansing, MI","Clinton","Eagle"
"City","East Bethel","MN",3.11879832578397,"Minneapolis-St Paul, MN","Anoka","East Bethel"
"City","East Bridgewater","MA",2.73943048868922,"Boston, MA","Plymouth","East Bridgewater"
"City","East Hartford","CT",3.81570269719421,"Hartford, CT","Hartford","East Hartford"
"City","East Hazel Crest","IL",3.79717047265202,"Chicago, IL","Cook","East Hazel Crest"
"City","East Hills","NY",0.356360310143974,"New York, NY","Nassau","East Hills"
"City","East Longmeadow","MA",2.40277329847758,"Springfield, MA","Hampden","East Longmeadow"
"City","East Los Angeles","CA",1.67148672506418,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","East Los Angeles"
"City","East Norriton","PA",2.08139137539742,"Philadelphia, PA","Montgomery","East Norriton"
"City","East Peoria","IL",3.23195063963757,"Peoria, IL","Tazewell","East Peoria"
"City","Eatontown","NJ",2.64008792798701,"New York, NJ","Monmouth","Eatontown"
"City","Edinboro","PA",1.33178569720814,"Erie, PA","Erie","Edinboro"
"City","Edmore","MI",3.33806031227751,"Grand Rapids, MI","Montcalm","Edmore"
"City","Eight Mile","AL",3.17167191609755,"Mobile, AL","Mobile","Eight Mile"
"City","El Dorado Hills","CA",2.93265789465935,"Sacramento, CA","El Dorado","El Dorado Hills"
"City","El Paso","TX",2.55408371599844,"El Paso, TX","El Paso","El Paso"
"City","Elgin","IL",3.0934389330454,"Chicago, IL","Kane","Elgin"
"City","Elida","OH",1.67154239432732,"Lima, OH","Allen","Elida"
"City","Elizabethtown","KY",3.79217301467871,"Elizabethtown, KY","Hardin","Elizabethtown"
"City","Elk Grove","CA",4.23873554678678,"Sacramento, CA","Sacramento","Elk Grove"
"City","Elmsford","NY",0.027933614792122,"New York, NY","Westchester","Elmsford"
"City","Elmwood","IL",3.39948000417329,"Peoria, IL","Peoria","Elmwood"
"City","Elmwood Park","NJ",3.23864320211016,"New York, NJ","Bergen","Elmwood Park"
"City","Ely","MN",3.83406361638935,"Duluth, MN","Saint Louis","Ely"
"City","Elyria","OH",2.04933519997448,"Cleveland, OH","Lorain","Elyria"
"City","Emmett","ID",3.0319293370959,"Boise City, ID","Gem","Emmett"
"City","England","AR",3.32677200958103,"Little Rock, AR","Lonoke","England"
"City","Englishtown","NJ",3.42856775432362,"New York, NJ","Monmouth","Englishtown"
"City","Ethel","LA",2.8770552456681,"Baton Rouge, LA","East Feliciana","Ethel"
"City","Evanston","IL",2.63750553108417,"Chicago, IL","Cook","Evanston"
"City","Evington","VA",2.60442836233545,"Lynchburg, VA","Campbell","Evington"
"City","Ewa Beach","HI",2.17519280105841,"Urban Honolulu, HI","Honolulu","Ewa Beach"
"City","Fairfield","CA",2.12498582308412,"Vallejo, CA","Solano","Fairfield"
"City","Fairlawn","OH",2.90856849174818,"Akron, OH","Summit","Fairlawn"
"City","Fairview","NJ",3.2516613000689,"New York, NJ","Bergen","Fairview"
"City","Falling Waters","WV",5.18449217262201,"Hagerstown, WV","Berkeley","Falling Waters"
"City","Fargo","ND",3.13061473872787,"Fargo, ND","Cass","Fargo"
"City","Farmington","CT",3.1884206751415,"Hartford, CT","Hartford","Farmington"
"City","Farrell","PA",2.2519194883936,"Youngstown, PA","Mercer","Farrell"
"City","Fennville","MI",2.56655801043588,"Holland, MI","Allegan","Fennville"
"City","Fernandina Beach","FL",3.00313760387002,"Jacksonville, FL","Nassau","Fernandina Beach"
"City","Fillmore","CA",2.49303774225118,"Ventura, CA","Ventura","Fillmore"
"City","Fletcher","VT",2.84291613968248,"Burlington, VT","Franklin","Fletcher"
"City","Florence","KY",2.06958897464835,"Cincinnati, KY","Boone","Florence"
"City","Florida","NY",3.19753181325466,"New York, NY","Orange","Florida"
"City","Florissant","CO",3.80637385690104,"Colorado Springs, CO","Teller","Florissant"
"City","Folcroft","PA",4.65051404491119,"Philadelphia, PA","Delaware","Folcroft"
"City","Forest","VA",2.51489656916429,"Lynchburg, VA","Bedford","Forest"
"City","Forsyth","IL",6.16288158425972,"Decatur, IL","Macon","Forsyth"
"City","Fort Myers Beach","FL",2.47881143827163,"Fort Myers, FL","Lee","Fort Myers Beach"
"City","Fort Wayne","IN",3.05140164262552,"Fort Wayne, IN","Allen","Fort Wayne"
"City","Frankfort","IL",2.29024973226989,"Chicago, IL","Will","Frankfort"
"City","Franklin","CT",1.62680737218701,"New London, CT","New London","Franklin"
"City","Franklin","NJ",1.73611650289386,"New York, NJ","Sussex","Franklin"
"City","Freemansburg","PA",3.17972840867003,"Allentown, PA","Northampton","Freemansburg"
"City","Fremont","NH",2.4626651993767,"Boston, NH","Rockingham","Fremont"
"City","Fresno","CA",3.42928218761596,"Fresno, CA","Fresno","Fresno"
"City","Frisco","TX",3.11533259287382,"Dallas-Fort Worth, TX","Collin","Frisco"
"City","Fulton","MD",2.97658524675197,"Baltimore, MD","Howard","Fulton"
"City","Gahanna","OH",3.92467484168629,"Columbus, OH","Franklin","Gahanna"
"City","Gainesville","VA",1.93733596985568,"Washington, VA","Prince William","Gainesville"
"City","Galloway","OH",4.00082937685006,"Columbus, OH","Franklin","Galloway"
"City","Geneva","IL",2.00618083013648,"Chicago, IL","Kane","Geneva"
"City","Gervais","OR",4.79566064950981,"Salem, OR","Marion","Gervais"
"City","Gillsville","GA",3.06545881290451,"Gainesville, GA","Hall","Gillsville"
"City","Glen Head","NY",0.203759097663909,"New York, NY","Nassau","Glen Head"
"City","Glen Mills","PA",2.00248390368891,"Philadelphia, PA","Delaware","Glen Mills"
"City","Glenarden","MD",2.92394681280397,"Washington, MD","Prince Georges","Glenarden"
"City","Glendale","AZ",3.53961622009422,"Phoenix, AZ","Maricopa","Glendale"
"City","Glendale","OH",3.13723030635938,"Cincinnati, OH","Hamilton","Glendale"
"City","Glendora","NJ",2.1447432269781,"Philadelphia, NJ","Camden","Glendora"
"City","Glenview","KY",2.91007431274921,"Louisville/Jefferson County, KY","Jefferson","Glenview"
"City","Glenwood","IL",2.8813400128688,"Chicago, IL","Cook","Glenwood"
"City","Gloucester","MA",2.89923295482479,"Boston, MA","Essex","Gloucester"
"City","Gonzales","CA",2.79759100665273,"Salinas, CA","Monterey","Gonzales"
"City","Gonzales","LA",0.919790433501168,"Baton Rouge, LA","Ascension","Gonzales"
"City","Goodview","VA",2.72508153046547,"Lynchburg, VA","Bedford","Goodview"
"City","Goodyear","AZ",2.71342228308965,"Phoenix, AZ","Maricopa","Goodyear"
"City","Gordon","WI",3.72588436610096,"Duluth, WI","Douglas","Gordon"
"City","Graham","WA",4.2071627540973,"Seattle, WA","Pierce","Graham"
"City","Granby","MO",5.0075558050398,"Joplin, MO","Newton","Granby"
"City","Grandview","MO",3.66031145578365,"Kansas City, MO","Jackson","Grandview"
"City","Granite City","IL",3.29630100963157,"St. Louis, IL","Madison","Granite City"
"City","Great Falls","VA",-0.00412687922426123,"Washington, VA","Fairfax","Great Falls"
"City","Great Neck","NY",0.977528799455816,"New York, NY","Nassau","Great Neck"
"City","Greenhills","OH",3.36639631254891,"Cincinnati, OH","Hamilton","Greenhills"
"City","Grifton","NC",3.37148985058354,"Greenville, NC","Pitt","Grifton"
"City","Grosse Pointe Woods","MI",3.40651994629009,"Detroit, MI","Wayne","Grosse Pointe Woods"
"City","Guttenberg","NJ",4.88652308620689,"New York, NJ","Hudson","Guttenberg"
"City","Haddon Heights","NJ",0.967263546783358,"Philadelphia, NJ","Camden","Haddon Heights"
"City","Haddonfield","NJ",1.29034763544556,"Philadelphia, NJ","Camden","Haddonfield"
"City","Haleiwa","HI",-0.339521990145273,"Urban Honolulu, HI","Honolulu","Haleiwa"
"City","Ham Lake","MN",2.98382862382805,"Minneapolis-St Paul, MN","Anoka","Ham Lake"
"City","Hammonton","NJ",2.48402219402107,"Atlantic City, NJ","Atlantic","Hammonton"
"City","Hampton Bays","NY",3.8368218965865,"New York, NY","Suffolk","Hampton Bays"
"City","Hanford","CA",4.91599406681196,"Hanford, CA","Kings","Hanford"
"City","Hanover","VA",3.12984241588793,"Richmond, VA","Hanover","Hanover"
"City","Hardwick","NJ",1.89988673304604,"Allentown, NJ","Warren","Hardwick"
"City","Harrison","NY",3.40516959406488,"New York, NY","Westchester","Harrison"
"City","Hartly","DE",2.13945551484602,"Dover, DE","Kent","Hartly"
"City","Hartsdale","NY",3.09922305117455,"New York, NY","Westchester","Hartsdale"
"City","Harveys Lake","PA",3.74086624310625,"Scranton, PA","Luzerne","Harveys Lake"
"City","Hayward","CA",1.8000676484736,"San Francisco, CA","Alameda","Hayward"
"City","Hebron","KY",1.75977637928949,"Cincinnati, KY","Boone","Hebron"
"City","Hernando","MS",4.50094481038399,"Memphis, MS","DeSoto","Hernando"
"City","Hewlett","NY",3.41350551931117,"New York, NY","Nassau","Hewlett"
"City","High Springs","FL",2.36825129412404,"Gainesville, FL","Alachua","High Springs"
"City","Highland","UT",1.68496666349663,"Provo, UT","Utah","Highland"
"City","Hinsdale","MA",2.56887423623318,"Pittsfield, MA","Berkshire","Hinsdale"
"City","Hobe Sound","FL",3.69151047682883,"Port St. Lucie, FL","Martin","Hobe Sound"
"City","Holden","MA",3.4485632613805,"Worcester, MA","Worcester","Holden"
"City","Holt","FL",3.28864685932923,"Crestview-Fort Walton Beach-Destin, FL","Okaloosa","Holt"
"City","Holtville","CA",5.39261740825479,"El Centro, CA","Imperial","Holtville"
"City","Homer Glen","IL",2.54898092851154,"Chicago, IL","Will","Homer Glen"
"City","Honolulu","HI",1.74620185154321,"Urban Honolulu, HI","Honolulu","Honolulu"
"City","Hope","NJ",2.40122923712401,"Allentown, NJ","Warren","Hope"
"City","Horicon","NY",2.27690745208965,"Glens Falls, NY","Warren","Horicon"
"City","Huber Heights","OH",4.29900375847829,"Dayton, OH","Montgomery","Huber Heights"
"City","Hudson Oaks","TX",3.98761435042751,"Dallas-Fort Worth, TX","Parker","Hudson Oaks"
"City","Hurricane","UT",1.5917294862699,"St. George, UT","Washington","Hurricane"
"City","Imperial","MO",2.65121061112474,"St. Louis, MO","Jefferson","Imperial"
"City","Independence","KY",2.31009344783028,"Cincinnati, KY","Kenton","Independence"
"City","Indianola","IA",3.11027701200489,"Des Moines, IA","Warren","Indianola"
"City","Indiantown","FL",4.85418953123088,"Port St. Lucie, FL","Martin","Indiantown"
"City","Isle","MN",2.15698153205248,"Minneapolis-St Paul, MN","Mille Lacs","Isle"
"City","Jarrettsville","MD",2.62197618959318,"Baltimore, MD","Harford","Jarrettsville"
"City","Johnsonville","SC",0.538219290854953,"Florence, SC","Florence","Johnsonville"
"City","Johnston","RI",3.51815682160452,"Providence, RI","Providence","Johnston"
"City","Johnstown","CO",4.17045599926451,"Greeley, CO","Weld","Johnstown"
"City","Jonesboro","AR",2.21146871171103,"Jonesboro, AR","Craighead","Jonesboro"
"City","Kansas City","MO",3.14351807002573,"Kansas City, MO","Jackson","Kansas City"
"City","Kemp","TX",3.3978429115291,"Dallas-Fort Worth, TX","Kaufman","Kemp"
"City","Kenilworth","NJ",2.89245997689623,"New York, NJ","Union","Kenilworth"
"City","Kinsman","OH",1.82047244791734,"Youngstown, OH","Trumbull","Kinsman"
"City","Kissimmee","FL",5.50618996350309,"Orlando, FL","Osceola","Kissimmee"
"City","La Habra","CA",1.3637578377309,"Los Angeles-Long Beach-Anaheim, CA","Orange","La Habra"
"City","La Habra Heights","CA",1.81513630920287,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","La Habra Heights"
"City","La Pine","OR",1.8031399809212,"Bend, OR","Deschutes","La Pine"
"City","La Quinta","CA",4.12851179455651,"Riverside, CA","Riverside","La Quinta"
"City","Labadie","MO",1.31038715674343,"St. Louis, MO","Franklin","Labadie"
"City","Lacey","NJ",1.55407331424273,"New York, NJ","Ocean","Lacey"
"City","Laguna Vista","TX",3.53605009172063,"Brownsville, TX","Cameron","Laguna Vista"
"City","Laie","HI",1.9511026181098,"Urban Honolulu, HI","Honolulu","Laie"
"City","Lake Isabella","CA",2.89258471949051,"Bakersfield, CA","Kern","Lake Isabella"
"City","Lake Orion","MI",3.65556130986343,"Detroit, MI","Oakland","Lake Orion"
"City","Lake Wales","FL",4.1382622143388,"Lakeland, FL","Polk","Lake Wales"
"City","Lake Waukomis","MO",3.36400112265394,"Kansas City, MO","Platte","Lake Waukomis"
"City","Lancaster","TX",3.76646730387769,"Dallas-Fort Worth, TX","Dallas","Lancaster"
"City","Lanexa","VA",2.5237500244848,"Richmond, VA","New Kent","Lanexa"
"City","Laporte","CO",2.34052621988655,"Fort Collins, CO","Larimer","Laporte"
"City","Larchmont","NY",-0.978589074099718,"New York, NY","Westchester","Larchmont"
"City","Larksville","PA",2.34819730700826,"Scranton, PA","Luzerne","Larksville"
"City","Las Vegas","NV",5.90244892044595,"Las Vegas, NV","Clark","Las Vegas"
"City","Leland Grove","IL",3.59713949596425,"Springfield, IL","Sangamon","Leland Grove"
"City","Leonard","MI",3.1036348652157,"Detroit, MI","Oakland","Leonard"
"City","Lexington","MA",2.47609593910132,"Boston, MA","Middlesex","Lexington"
"City","Lincolnwood","IL",2.44263100988142,"Chicago, IL","Cook","Lincolnwood"
"City","Linden","MI",4.06800895004848,"Flint, MI","Genesee","Linden"
"City","Linden","VA",3.55085111737225,"Washington, VA","Warren","Linden"
"City","Lindsay","CA",4.14337244269227,"Visalia, CA","Tulare","Lindsay"
"City","Linwood","NJ",1.77370430562463,"Atlantic City, NJ","Atlantic","Linwood"
"City","Linwood","PA",3.90864634537282,"Philadelphia, PA","Delaware","Linwood"
"City","Little Silver","NJ",1.06683101622461,"New York, NJ","Monmouth","Little Silver"
"City","Littleton","CO",2.87296647268553,"Denver, CO","Arapahoe","Littleton"
"City","Livingston","CA",5.85865113732337,"Merced, CA","Merced","Livingston"
"City","Lockhart","FL",5.31522224239666,"Orlando, FL","Orange","Lockhart"
"City","Lompoc","CA",7.22003725611095,"Santa Maria-Santa Barbara, CA","Santa Barbara","Lompoc"
"City","Lorane","PA",3.22284653968164,"Reading, PA","Berks","Lorane"
"City","Los Gatos","CA",2.24283841610102,"San Jose, CA","Santa Clara","Los Gatos"
"City","Louisville","CO",1.24027261242109,"Boulder, CO","Boulder","Louisville"
"City","Louisville","TN",4.95586737471476,"Knoxville, TN","Blount","Louisville"
"City","Lowell","IN",3.56114190309032,"Chicago, IN","Lake","Lowell"
"City","Lower Gwynedd","PA",1.8252860888073,"Philadelphia, PA","Montgomery","Lower Gwynedd"
"City","Macclesfield","NC",3.22634285994763,"Rocky Mount, NC","Edgecombe","Macclesfield"
"City","Madison Heights","VA",2.66173759755528,"Lynchburg, VA","Amherst","Madison Heights"
"City","Mahtomedi","MN",2.52610086153612,"Minneapolis-St Paul, MN","Washington","Mahtomedi"
"City","Manasquan","NJ",2.93803051219496,"New York, NJ","Monmouth","Manasquan"
"City","Manassas","VA",1.91106853956422,"Washington, VA","Prince William","Manassas"
"City","Manhattan Beach","CA",0.699531601704773,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Manhattan Beach"
"City","Mantua","OH",3.09603150276453,"Akron, OH","Portage","Mantua"
"City","Maple Heights","OH",4.32563001878965,"Cleveland, OH","Cuyahoga","Maple Heights"
"City","Maricopa","CA",3.31852219049608,"Ventura, CA","Ventura","Maricopa"
"City","Marlborough","MA",2.23326279360622,"Boston, MA","Middlesex","Marlborough"
"City","Martinez","GA",2.30786431555252,"Augusta, GA","Columbia","Martinez"
"City","Marysville","CA",7.24367005927225,"Yuba City, CA","Yuba","Marysville"
"City","Mattawan","MI",3.40703662889307,"Kalamazoo, MI","Van Buren","Mattawan"
"City","Maurice","LA",1.01755404907862,"Lafayette, LA","Vermilion","Maurice"
"City","Mc Donald","TN",2.94450300485588,"Cleveland, TN","Bradley","Mc Donald"
"City","Meadowview","VA",2.5654298301635,"Kingsport, VA","Washington","Meadowview"
"City","Medford","NJ",1.58246062794447,"Philadelphia, NJ","Burlington","Medford"
"City","Medina","NY",2.41463733102139,"Rochester, NY","Orleans","Medina"
"City","Medway","MA",2.45538312093334,"Boston, MA","Norfolk","Medway"
"City","Melba","ID",3.58082211383535,"Boise City, ID","Canyon","Melba"
"City","Melbourne","FL",3.62355684542666,"Melbourne, FL","Brevard","Melbourne"
"City","Mequon","WI",2.77911806607289,"Milwaukee, WI","Ozaukee","Mequon"
"City","Meriden","CT",1.94008369213621,"New Haven, CT","New Haven","Meriden"
"City","Merrillville","IN",3.141777634451,"Chicago, IN","Lake","Merrillville"
"City","Mesa","AZ",3.01354928482786,"Phoenix, AZ","Maricopa","Mesa"
"City","Metamora","IL",3.47924730968169,"Peoria, IL","Woodford","Metamora"
"City","Micco","FL",4.00023313668385,"Melbourne, FL","Brevard","Micco"
"City","Middleburg Heights","OH",2.83552737917001,"Cleveland, OH","Cuyahoga","Middleburg Heights"
"City","Middlebury","CT",-0.439901689028881,"New Haven, CT","New Haven","Middlebury"
"City","Middlefield","CT",3.07082894062262,"Hartford, CT","Middlesex","Middlefield"
"City","Middlefield","OH",2.36858286174033,"Cleveland, OH","Geauga","Middlefield"
"City","Middletown","DE",2.30791508169896,"Philadelphia, DE","New Castle","Middletown"
"City","Middleville","MI",3.98974944128288,"Grand Rapids, MI","Barry","Middleville"
"City","Midland","TX",3.83227713884844,"Midland, TX","Midland","Midland"
"City","Midville","GA",4.85325323694705,"Augusta, GA","Burke","Midville"
"City","Midway Park","NC",3.51068665153911,"Jacksonville, NC","Onslow","Midway Park"
"City","Milan","NY",3.46627110332982,"New York, NY","Dutchess","Milan"
"City","Milford Center","OH",2.46911634382561,"Columbus, OH","Union","Milford Center"
"City","Mililani","HI",1.84753822414861,"Urban Honolulu, HI","Honolulu","Mililani"
"City","Mill Valley","CA",0.586770312500911,"San Francisco, CA","Marin","Mill Valley"
"City","Moncure","NC",4.78124134951379,"Durham, NC","Chatham","Moncure"
"City","Monroe","WA",5.26637558264999,"Seattle, WA","Snohomish","Monroe"
"City","Monterey","CA",2.61845333719499,"Salinas, CA","Monterey","Monterey"
"City","Montevallo","AL",3.37143256238761,"Birmingham, AL","Shelby","Montevallo"
"City","Montgomery","IL",3.35814728621517,"Chicago, IL","Kendall","Montgomery"
"City","Montgomery","PA",1.72170287425291,"Williamsport, PA","Lycoming","Montgomery"
"City","Montgomery Village","MD",3.11634959957328,"Washington, MD","Montgomery","Montgomery Village"
"City","Monticello","MN",1.22884908605961,"Minneapolis-St Paul, MN","Wright","Monticello"
"City","Montoursville","PA",2.70563762233498,"Williamsport, PA","Lycoming","Montoursville"
"City","Mooresburg","TN",3.01750941668022,"Kingsport, TN","Hawkins","Mooresburg"
"City","Moorhead","MN",2.44777887014674,"Fargo, MN","Clay","Moorhead"
"City","Mooringsport","LA",3.03066457860106,"Shreveport, LA","Caddo","Mooringsport"
"City","Morada","CA",3.89360992888753,"Stockton, CA","San Joaquin","Morada"
"City","Morris","AL",3.56739612302876,"Birmingham, AL","Jefferson","Morris"
"City","Moscow","TN",4.0154601251471,"Memphis, TN","Fayette","Moscow"
"City","Mount Calvary","WI",3.36533676094877,"Fond du Lac, WI","Fond du Lac","Mount Calvary"
"City","Mount Clemens","MI",4.0094555384751,"Detroit, MI","Macomb","Mount Clemens"
"City","Mount Eden","KY",10.3779519157385,"Louisville/Jefferson County, KY","Spencer","Mount Eden"
"City","Mount Orab","OH",2.26167619275241,"Cincinnati, OH","Brown","Mount Orab"
"City","Mount Washington","KY",2.95270812408825,"Louisville/Jefferson County, KY","Bullitt","Mount Washington"
"City","Mullica Hill","NJ",1.94155724296521,"Philadelphia, NJ","Gloucester","Mullica Hill"
"City","Murfreesboro","TN",4.05819872786323,"Nashville, TN","Rutherford","Murfreesboro"
"City","Naples","FL",0.747882324749042,"Naples, FL","Collier","Naples"
"City","Nashotah","WI",2.94300329092165,"Milwaukee, WI","Waukesha","Nashotah"
"City","Nelson","GA",5.21532459798213,"Atlanta, GA","Cherokee","Nelson"
"City","Nesconset","NY",2.45855968521969,"New York, NY","Suffolk","Nesconset"
"City","New Athens","IL",2.58658529141719,"St. Louis, IL","Saint Clair","New Athens"
"City","New Britain","CT",3.60757434156056,"Hartford, CT","Hartford","New Britain"
"City","New Hanover","PA",0.945127510960577,"Philadelphia, PA","Montgomery","New Hanover"
"City","New Hudson","MI",3.5724938608048,"Detroit, MI","Oakland","New Hudson"
"City","New Milford","NJ",1.72762655155653,"New York, NJ","Bergen","New Milford"
"City","New Virginia","IA",2.3840818893843,"Des Moines, IA","Warren","New Virginia"
"City","Newark","IL",1.94861407477897,"Chicago, IL","Kendall","Newark"
"City","Newburg","WI",3.40750053718794,"Milwaukee, WI","Washington","Newburg"
"City","Newfield","NJ",1.69284297885207,"Philadelphia, NJ","Gloucester","Newfield"
"City","Newfield","NY",1.27927378811512,"Ithaca, NY","Tompkins","Newfield"
"City","Newport","MN",2.10091830507348,"Minneapolis-St Paul, MN","Washington","Newport"
"City","Newton","NH",2.70815067217373,"Boston, NH","Rockingham","Newton"
"City","Niles","OH",1.63456132954851,"Youngstown, OH","Trumbull","Niles"
"City","Nitro","WV",3.71198011321749,"Charleston, WV","Kanawha","Nitro"
"City","North Arlington","NJ",1.84059116902889,"New York, NJ","Bergen","North Arlington"
"City","North Augusta","SC",3.07451852679601,"Augusta, SC","Aiken","North Augusta"
"City","North Castle","NY",2.19522248928722,"New York, NY","Westchester","North Castle"
"City","North East","MD",1.95765046412349,"Philadelphia, MD","Cecil","North East"
"City","North Fond du Lac","WI",3.09270876016451,"Fond du Lac, WI","Fond du Lac","North Fond du Lac"
"City","North Kingstown","RI",3.79117381708468,"Providence, RI","Washington","North Kingstown"
"City","North Riverside","IL",3.33343208643789,"Chicago, IL","Cook","North Riverside"
"City","Norwood","OH",2.35366285813691,"Cincinnati, OH","Hamilton","Norwood"
"City","Norwood","PA",2.25322437219047,"Philadelphia, PA","Delaware","Norwood"
"City","Oakdale","CA",1.66950939411838,"Modesto, CA","Stanislaus","Oakdale"
"City","Oakham","MA",3.70187712028693,"Worcester, MA","Worcester","Oakham"
"City","Oakland","MI",2.66892500702201,"Detroit, MI","Oakland","Oakland"
"City","Oakland","NJ",2.0645962371048,"New York, NJ","Bergen","Oakland"
"City","Oakland Park","FL",4.50835769320583,"Miami-Fort Lauderdale, FL","Broward","Oakland Park"
"City","Oakley","CA",1.35608439299285,"San Francisco, CA","Contra Costa","Oakley"
"City","Oakmont","PA",2.45758252358324,"Pittsburgh, PA","Allegheny","Oakmont"
"City","Oberlin","OH",2.12952850898374,"Cleveland, OH","Lorain","Oberlin"
"City","Old Mystic","CT",1.99097059453291,"New London, CT","New London","Old Mystic"
"City","Oliver Springs","TN",4.67846744185341,"Knoxville, TN","Roane","Oliver Springs"
"City","Olivette","MO",1.24685507030133,"St. Louis, MO","Saint Louis","Olivette"
"City","Orange","CT",0.625375819549526,"New Haven, CT","New Haven","Orange"
"City","Orient","NY",2.09272452823143,"New York, NY","Suffolk","Orient"
"City","Osseo","MN",2.92945504677702,"Minneapolis-St Paul, MN","Hennepin","Osseo"
"City","Ottawa Lake","MI",3.07657273053573,"Monroe, MI","Monroe","Ottawa Lake"
"City","Overland","MO",2.16472717514762,"St. Louis, MO","Saint Louis","Overland"
"City","Ovilla","TX",5.19562600047186,"Dallas-Fort Worth, TX","Ellis","Ovilla"
"City","Oyster Bay Cove","NY",3.40007151215992,"New York, NY","Nassau","Oyster Bay Cove"
"City","Pacific","WA",4.96438590294767,"Seattle, WA","King","Pacific"
"City","Pacifica","CA",1.98972766257335,"San Francisco, CA","San Mateo","Pacifica"
"City","Paddock Lake","WI",3.32605612877886,"Chicago, WI","Kenosha","Paddock Lake"
"City","Palisades Park","NJ",3.10116579845089,"New York, NJ","Bergen","Palisades Park"
"City","Palmyra","VA",3.74859207487761,"Charlottesville, VA","Fluvanna","Palmyra"
"City","Pamplico","SC",1.62455430644223,"Florence, SC","Florence","Pamplico"
"City","Panhandle","TX",4.20785537971034,"Amarillo, TX","Carson","Panhandle"
